start,end,token,exclude
126.477,126.543,の,False
126.543,126.61,の,False
126.61,126.677,の,False
126.677,126.743,のお,True
126.743,126.81,のお,True
126.81,126.877,のお,True
126.877,126.944,のお,True
126.944,127.01,のお,True
127.01,127.077,お,False
127.077,127.144,おく,True
127.144,127.211,おく,True
127.211,127.277,く,False
127.277,127.344,く,False
127.344,127.411,く,False
127.411,127.478,く,False
127.478,127.544,く,False
127.544,127.611,く,False
127.611,127.678,く,False
127.678,127.744,く,False
127.744,127.811,く,False
127.811,127.878,く,False
127.878,127.945,く,False
127.945,128.011,く,False
128.011,128.078,く,False
128.078,128.145,く,False
128.145,128.212,く,False
128.212,128.278,ふ,False
128.278,128.345,ふ,False
128.345,128.412,ふ,False
128.412,128.479,ふ,False
128.479,128.545,ふ,False
128.545,128.612,ふ,False
128.612,128.679,ふ,False
128.679,128.745,ふる,True
128.745,128.812,る,False
128.812,128.879,る,False
128.879,128.946,る,False
128.946,129.012,る,False
129.012,129.079,る,False
129.079,129.146,る,False
129.146,129.213,る,False
129.213,129.279,る,False
129.279,129.346,る,False
129.346,129.413,え,False
129.413,129.48,え,False
129.48,129.546,え,False
129.546,129.613,え,False
129.613,129.68,え,False
129.68,129.746,え,False
129.746,129.813,え,False
129.813,129.88,え,False
129.88,129.947,え,False
129.947,130.013,え,False
130.013,130.08,て,False
130.08,130.147,て,False
130.147,130.214,て,False
130.214,130.28,て,False
130.28,130.347,て,False
130.347,130.414,て,False
130.414,130.481,て,False
130.481,130.547,てる,True
130.547,130.614,る,False
130.614,130.681,る,False
130.681,130.747,る,False
130.747,130.814,る,False
130.814,130.881,る,False
130.881,130.948,る,False
130.948,131.014,る,False
131.014,131.081,る,False
131.081,131.148,る,False
131.148,131.215,る,False
131.215,131.281,る,False
131.281,131.348,る,False
131.348,131.415,る,False
131.415,131.482,る,False
131.482,131.548,る,False
131.548,131.615,る,False
131.615,131.682,る,False
131.682,131.782,る,False
131.782,131.849,こ,False
131.849,131.915,こ,False
131.915,131.982,こ,False
131.982,132.049,こ,False
132.049,132.116,こ,False
132.116,132.182,こ,False
132.182,132.249,こ,False
132.249,132.316,こ,False
132.316,132.382,こ,False
132.382,132.449,こ,False
132.449,132.516,こ,False
132.516,132.583,こ,False
132.583,132.649,こ,False
132.649,132.716,こに,True
132.716,132.783,に,False
132.783,132.85,に,False
132.85,132.916,に,False
132.916,132.983,に,False
132.983,133.05,に,False
133.05,133.117,に,False
133.117,133.183,にい,True
133.183,133.25,い,False
133.25,133.317,い,False
133.317,133.383,い,False
133.383,133.45,い,False
133.45,133.517,い,False
133.517,133.584,いる,True
133.584,133.65,いる,True
133.65,133.717,る,False
133.717,133.784,る,False
133.784,133.851,る,False
133.851,133.917,る,False
133.917,133.984,る,False
133.984,134.051,る,False
134.051,134.118,る,False
134.118,134.184,る,False
134.184,134.251,る,False
134.251,134.318,る,False
134.318,134.384,る,False
134.384,134.451,る,False
134.451,134.518,よ,False
134.518,134.585,よ,False
134.585,134.651,よ,False
134.651,134.718,よ,False
134.718,134.785,よ,False
134.785,134.852,よ,False
134.852,134.918,よ,False
134.918,134.985,よ,False
134.985,135.052,よ,False
135.052,135.119,よ,False
135.119,135.185,よ,False
135.185,135.252,よ,False
135.252,135.319,よ,False
135.319,135.385,よ,False
135.385,135.452,よ,False
135.452,135.519,よ,False
135.519,135.586,よ,False
135.586,135.652,よ,False
135.652,135.719,よ,False
135.719,135.786,と,False
135.786,135.853,と,False
135.853,135.919,と,False
135.919,135.986,と,False
135.986,136.053,と,False
136.053,136.12,と,False
136.12,136.186,と,False
136.186,136.253,と,False
136.253,136.32,と,False
136.32,136.386,と,False
136.386,136.453,ど,False
136.453,136.52,ど,False
136.52,136.587,ど,False
136.587,136.653,ど,False
136.653,136.72,ど,False
136.72,136.787,ど,False
136.787,136.854,ど,False
136.854,136.92,ど,False
136.92,136.987,ど,False
136.987,137.054,ど,False
137.054,137.121,い,False
137.121,137.187,い,False
137.187,137.254,い,False
137.254,137.321,い,False
137.321,137.387,い,False
137.387,137.454,い,False
137.454,137.521,い,False
137.521,137.588,いて,True
137.588,137.654,て,False
137.654,137.721,て,False
137.721,137.788,て,False
137.788,137.855,て,False
137.855,137.921,て,False
137.921,137.988,て,False
137.988,138.055,て,False
138.055,138.122,て,False
138.122,138.188,て,False
138.188,138.255,て,False
138.255,138.322,て,False
138.322,138.388,て,False
138.388,138.455,て,False
138.455,138.522,て,False
138.522,138.589,て,False
138.589,138.655,て,False
138.655,138.722,て,False
138.722,138.789,て,False
138.789,138.856,て,False
138.856,138.922,は,False
138.922,138.989,は,False
138.989,139.056,は,False
139.056,139.123,は,False
139.123,139.189,は,False
139.189,139.256,は,False
139.256,139.323,はな,True
139.323,139.389,な,False
139.389,139.456,な,False
139.456,139.523,な,False
139.523,139.59,な,False
139.59,139.656,な,False
139.656,139.723,な,False
139.723,139.79,なれ,True
139.79,139.857,れ,False
139.857,139.923,れ,False
139.923,139.99,れ,False
139.99,140.057,れ,False
140.057,140.124,れ,False
140.124,140.19,れば,True
140.19,140.257,れば,True
140.257,140.324,ば,False
140.324,140.39,ば,False
140.39,140.457,ば,False
140.457,140.524,ば,False
140.524,140.591,ば,False
140.591,140.657,ばな,True
140.657,140.724,な,False
140.724,140.791,な,False
140.791,140.858,な,False
140.858,140.924,な,False
140.924,140.991,な,False
140.991,141.058,な,False
141.058,141.125,なれ,True
141.125,141.191,れ,False
141.191,141.258,れ,False
141.258,141.325,れ,False
141.325,141.391,れ,False
141.391,141.458,れ,False
141.458,141.525,れ,False
141.525,141.592,れ,False
141.592,141.658,れ,False
141.658,141.725,れ,False
141.725,141.792,れ,False
141.792,141.859,れ,False
141.859,141.925,れ,False
141.925,141.992,れ,False
141.992,142.059,れ,False
142.059,142.126,れ,False
142.126,142.192,れ,False
142.192,142.259,れ,False
142.259,142.326,れ,False
142.326,142.392,れ,False
142.392,142.459,れ,False
142.459,142.559,れ,False
142.559,143.193,れ,False
143.193,143.26,の,False
143.26,143.327,の,False
143.327,143.393,の,False
143.393,143.46,の,False
143.46,143.527,の,False
143.527,143.594,の,False
143.594,143.694,の,False
143.694,143.76,き,False
143.76,143.827,き,False
143.827,143.894,き,False
143.894,143.961,き,False
143.961,144.027,き,False
144.027,144.094,き,False
144.094,144.161,き,False
144.161,144.228,きみ,True
144.228,144.294,み,False
144.294,144.361,み,False
144.361,144.428,み,False
144.428,144.495,み,False
144.495,144.561,み,False
144.561,144.628,みへ,True
144.628,144.695,みへ,True
144.695,144.761,へ,False
144.761,144.828,へ,False
144.828,144.895,へ,False
144.895,144.962,へ,False
144.962,145.028,へ,False
145.028,145.095,へ,False
145.095,145.162,へ,False
145.162,145.229,へ,False
145.229,145.295,へ,False
145.295,145.362,へ,False
145.362,145.429,へ,False
145.429,145.496,へ,False
145.496,145.562,へ,False
145.562,145.629,へ,False
145.629,145.696,へ,False
145.696,145.762,へ,False
145.762,145.829,へ,False
145.829,145.896,へ,False
145.896,145.963,め,False
145.963,146.029,め,False
146.029,146.096,め,False
146.096,146.163,め,False
146.163,146.23,め,False
146.23,146.296,め,False
146.296,146.363,を,False
146.363,146.43,を,False
146.43,146.497,を,False
146.497,146.563,を,False
146.563,146.63,を,False
146.63,146.697,を,False
146.697,146.763,を,False
146.763,146.83,を,False
146.83,146.897,を,False
146.897,146.964,を,False
146.964,147.03,と,False
147.03,147.097,と,False
147.097,147.164,と,False
147.164,147.231,と,False
147.231,147.297,と,False
147.297,147.364,と,False
147.364,147.431,と,False
147.431,147.498,と,False
147.498,147.564,と,False
147.564,147.631,と,False
147.631,147.698,じ,False
147.698,147.764,じ,False
147.764,147.831,じ,False
147.831,147.898,じ,False
147.898,147.965,じ,False
147.965,148.031,じ,False
148.031,148.098,じ,False
148.098,148.165,じた,True
148.165,148.232,た,False
148.232,148.298,た,False
148.298,148.365,た,False
148.365,148.432,た,False
148.432,148.499,た,False
148.499,148.565,た,False
148.565,148.632,た,False
148.632,148.699,た,False
148.699,148.765,た,False
148.765,148.832,た,False
148.832,148.899,た,False
148.899,148.966,た,False
148.966,149.032,た,False
149.032,149.099,た,False
149.099,149.166,た,False
149.166,149.233,た,False
149.233,149.299,た,False
149.299,149.366,た,False
149.366,149.433,た,False
149.433,149.5,と,False
149.5,149.566,と,False
149.566,149.633,と,False
149.633,149.7,と,False
149.7,149.766,と,False
149.766,149.833,と,False
149.833,149.9,と,False
149.9,149.967,とき,True
149.967,150.033,き,False
150.033,150.1,き,False
150.1,150.167,き,False
150.167,150.234,き,False
150.234,150.3,き,False
150.3,150.367,き,False
150.367,150.434,き,False
150.434,150.501,き,False
150.501,150.567,き,False
150.567,150.634,に,False
150.634,150.701,に,False
150.701,150.767,に,False
150.767,150.834,に,False
150.834,150.901,に,False
150.901,150.968,に,False
150.968,151.034,に,False
151.034,151.101,に,False
151.101,151.168,に,False
151.168,151.235,だ,False
151.235,151.301,だ,False
151.301,151.368,だ,False
151.368,151.435,だ,False
151.435,151.502,だ,False
151.502,151.568,だ,False
151.568,151.635,だ,False
151.635,151.702,だ,False
151.702,151.768,け,False
151.768,151.835,け,False
151.835,151.902,け,False
151.902,151.969,け,False
151.969,152.035,け,False
152.035,152.102,け,False
152.102,152.169,け,False
152.169,152.236,け,False
152.236,152.302,け,False
152.302,152.369,け,False
152.369,152.436,け,False
152.436,152.503,け,False
152.503,152.569,け,False
152.569,152.636,け,False
152.636,152.703,け,False
152.703,152.769,け,False
152.769,152.836,け,False
152.836,152.903,け,False
152.903,153.003,け,False
153.003,153.07,あ,False
153.07,153.137,あ,False
153.137,153.203,あ,False
153.203,153.27,あ,False
153.27,153.337,あ,False
153.337,153.403,あ,False
153.403,153.47,あえ,True
153.47,153.537,え,False
153.537,153.604,え,False
153.604,153.67,え,False
153.67,153.737,え,False
153.737,153.804,え,False
153.804,153.871,える,True
153.871,153.937,える,True
153.937,154.004,る,False
154.004,154.071,る,False
154.071,154.138,る,False
154.138,154.204,る,False
154.204,154.271,る,False
154.271,154.338,るな,True
154.338,154.404,な,False
154.404,154.471,な,False
154.471,154.538,な,False
154.538,154.605,な,False
154.605,154.671,な,False
154.671,154.738,な,False
154.738,154.805,なん,True
154.805,154.872,ん,False
154.872,154.938,ん,False
154.938,155.005,ん,False
155.005,155.072,ん,False
155.072,155.139,ん,False
155.139,155.205,ん,False
155.205,155.272,んて,True
155.272,155.339,て,False
155.339,155.405,て,False
155.405,155.472,て,False
155.472,155.539,て,False
155.539,155.606,て,False
155.606,155.672,て,False
155.672,155.739,て,False
155.739,155.806,て,False
155.806,155.873,て,False
155.873,155.939,て,False
155.939,156.006,て,False
156.006,156.073,て,False
156.073,156.14,て,False
156.14,156.206,て,False
156.206,156.273,て,False
156.273,156.34,て,False
156.34,156.406,て,False
156.406,156.473,て,False
156.473,156.54,て,False
156.54,156.607,し,False
156.607,156.673,し,False
156.673,156.74,し,False
156.74,156.807,し,False
156.807,156.874,し,False
156.874,156.94,し,False
156.94,157.007,しん,True
157.007,157.074,しん,True
157.074,157.141,ん,False
157.141,157.207,ん,False
157.207,157.274,ん,False
157.274,157.341,ん,False
157.341,157.407,ん,False
157.407,157.474,ん,False
157.474,157.541,ん,False
157.541,157.608,ん,False
157.608,157.674,ん,False
157.674,157.741,じ,False
157.741,157.808,じ,False
157.808,157.875,じ,False
157.875,157.941,じ,False
157.941,158.008,じ,False
158.008,158.075,じ,False
158.075,158.142,じ,False
158.142,158.208,じ,False
158.208,158.275,な,False
158.275,158.342,な,False
158.342,158.408,な,False
158.408,158.475,な,False
158.475,158.542,な,False
158.542,158.609,な,False
158.609,158.675,な,False
158.675,158.742,な,False
158.742,158.809,い,False
158.809,158.876,い,False
158.876,158.942,い,False
158.942,159.009,い,False
159.009,159.076,い,False
159.076,159.143,い,False
159.143,159.209,い,False
159.209,159.276,い,False
159.276,159.343,い,False
159.343,159.409,い,False
159.409,159.476,い,False
159.476,159.543,い,False
159.543,159.61,い,False
159.61,159.676,い,False
159.676,159.743,い,False
159.743,159.81,い,False
159.81,159.877,い,False
159.877,159.943,い,False
159.943,160.01,い,False
160.01,160.077,い,False
160.077,160.144,い,False
160.144,160.21,い,False
160.21,160.511,い,False
160.511,160.577,あ,False
160.577,160.644,あ,False
160.644,160.711,あ,False
160.711,160.777,あ,False
160.777,160.844,あ,False
160.844,160.911,あ,False
160.911,160.978,あ,False
160.978,161.044,あ,False
161.044,161.111,あ,False
161.111,161.178,あ,False
161.178,161.245,あ,False
161.245,161.311,あ,False
161.311,161.378,あ,False
161.378,161.445,あ,False
161.445,161.512,あ,False
161.512,161.578,あ,False
161.578,161.645,あ,False
161.645,161.712,あ,False
161.712,161.778,い,False
161.778,161.845,い,False
161.845,161.912,い,False
161.912,161.979,い,False
161.979,162.045,いた,True
162.045,162.112,いた,True
162.112,162.179,いた,True
162.179,162.246,いた,True
162.246,162.312,たい,True
162.312,162.379,たい,True
162.379,162.446,たい,True
162.446,162.513,たい,True
162.513,162.579,い,False
162.579,162.646,い,False
162.646,162.713,い,False
162.713,162.779,い,False
162.779,162.846,い,False
162.846,162.913,い,False
162.913,162.98,い,False
162.98,163.046,い,False
163.046,163.113,い,False
163.113,163.18,い,False
163.18,163.247,い,False
163.247,163.313,い,False
163.313,163.38,い,False
163.38,163.447,い,False
163.447,163.514,い,False
163.514,163.58,い,False
163.58,163.647,い,False
163.647,163.747,い,False
163.747,166.595,い,False
167.117,167.184,は,False
167.184,167.251,は,False
167.251,167.317,は,False
167.317,167.384,は,False
167.384,167.451,は,False
167.451,167.518,は,False
167.518,167.584,はな,True
167.584,167.651,な,False
167.651,167.718,な,False
167.718,167.784,な,False
167.784,167.851,な,False
167.851,167.918,な,False
167.918,167.985,なれ,True
167.985,168.051,なれ,True
168.051,168.118,れ,False
168.118,168.185,れ,False
168.185,168.252,れ,False
168.252,168.318,れ,False
168.318,168.385,れ,False
168.385,168.452,れば,True
168.452,168.519,ば,False
168.519,168.585,ば,False
168.585,168.652,ば,False
168.652,168.719,ば,False
168.719,168.785,ば,False
168.785,168.852,ば,False
168.852,168.919,ばな,True
168.919,168.986,な,False
168.986,169.052,な,False
169.052,169.119,な,False
169.119,169.186,な,False
169.186,169.253,な,False
169.253,169.319,なれ,True
169.319,169.386,なれ,True
169.386,169.453,れ,False
169.453,169.52,れ,False
169.52,169.586,れ,False
169.586,169.653,れ,False
169.653,169.72,れ,False
169.72,169.786,れ,False
169.786,169.853,れ,False
169.853,169.92,れ,False
169.92,169.987,れ,False
169.987,170.053,れ,False
170.053,170.12,れ,False
170.12,170.187,れ,False
170.187,170.254,れ,False
170.254,170.32,れ,False
170.32,170.387,れ,False
170.387,170.454,れ,False
170.454,170.521,れ,False
170.521,170.587,れ,False
170.587,170.654,れ,False
170.654,170.754,れ,False
170.754,171.421,れ,False
171.421,171.488,の,False
171.488,171.555,の,False
171.555,171.622,の,False
171.622,171.688,の,False
171.688,171.755,の,False
171.755,171.822,の,False
171.822,171.889,の,False
171.889,171.955,のき,True
171.955,172.022,き,False
172.022,172.089,き,False
172.089,172.156,き,False
172.156,172.222,き,False
172.222,172.289,き,False
172.289,172.356,き,False
172.356,172.422,きみ,True
172.422,172.489,み,False
172.489,172.556,み,False
172.556,172.623,み,False
172.623,172.689,み,False
172.689,172.756,み,False
172.756,172.823,み,False
172.823,172.89,みへ,True
172.89,172.956,へ,False
172.956,173.023,へ,False
173.023,173.09,へ,False
173.09,173.157,へ,False
173.157,173.223,へ,False
173.223,173.29,へ,False
173.29,173.357,へ,False
173.357,173.423,へ,False
173.423,173.49,へ,False
173.49,173.557,へ,False
173.557,173.624,へ,False
173.624,173.69,へ,False
173.69,173.757,へ,False
173.757,173.824,へ,False
173.824,173.891,へ,False
173.891,173.957,へ,False
173.957,174.024,へ,False
174.024,174.091,へ,False
174.091,174.158,へ,False
174.158,174.224,へ,False
174.224,174.324,へ,False
174.324,175.7,へ,False
175.7,257.474,<silence>,False
257.474,257.541,la,True
257.541,257.608,la,True
257.608,257.674,la,True
257.674,257.741,la,True
257.741,257.808,la,True
257.808,257.874,la,True
257.874,257.941,la,True
257.941,258.008,la,True
258.008,258.075,la,True
258.075,258.141,la,True
258.141,258.208,la,True
258.208,258.275,la,True
258.275,258.342,la,True
258.342,258.408,la,True
258.408,258.475,la,True
258.475,258.542,la,True
258.542,258.609,la,True
258.609,258.675,la,True
258.675,258.742,la,True
258.742,258.809,lala,True
258.809,258.875,lala,True
258.875,258.942,lala,True
258.942,259.009,lalala,True
259.009,259.076,lala,True
259.076,259.142,lala,True
259.142,259.209,lala,True
259.209,259.276,lala,True
259.276,259.343,la,True
259.343,259.409,la,True
259.409,259.476,la,True
259.476,259.543,la,True
259.543,259.61,la,True
259.61,259.676,la,True
259.676,259.743,la,True
259.743,259.81,la,True
259.81,259.876,la,True
259.876,259.943,la,True
259.943,260.01,la,True
260.01,260.077,la,True
260.077,260.143,la,True
260.143,260.21,la,True
260.21,260.277,la,True
260.277,260.344,la,True
260.344,260.444,la,True
260.444,262.108,la,True
262.108,263.614,<silence>,False
263.614,263.68,la,True
263.68,263.747,la,True
263.747,263.814,la,True
263.814,263.88,la,True
263.88,263.947,la,True
263.947,264.014,la,True
264.014,264.081,la,True
264.081,264.147,la,True
264.147,264.214,la,True
264.214,264.281,la,True
264.281,264.348,la,True
264.348,264.414,la,True
264.414,264.481,la,True
264.481,264.548,la,True
264.548,264.615,la,True
264.615,264.681,la,True
264.681,264.748,la,True
264.748,264.815,la,True
264.815,264.881,la,True
264.881,264.948,la,True
264.948,265.015,la,True
265.015,265.082,la,True
265.082,265.148,lala,True
265.148,265.215,lala,True
265.215,265.282,lala,True
265.282,265.349,lala,True
265.349,265.415,lalala,True
265.415,265.482,lalala,True
265.482,265.549,lala,True
265.549,265.616,lala,True
265.616,265.682,la,True
265.682,265.749,la,True
265.749,265.816,la,True
265.816,265.882,la,True
265.882,265.949,la,True
265.949,266.016,la,True
266.016,266.083,la,True
266.083,266.149,la,True
266.149,266.216,la,True
266.216,266.283,la,True
266.283,266.35,la,True
266.35,266.416,la,True
266.416,266.483,la,True
266.483,266.55,la,True
266.55,266.617,la,True
266.617,266.683,la,True
266.683,266.75,la,True
266.75,266.817,lalalala,True
266.817,266.883,la,True
266.883,266.95,la,True
266.95,267.017,la,True
267.017,267.084,la,True
267.084,267.15,la,True
267.15,267.217,la,True
267.217,267.284,la,True
267.284,267.351,la,True
267.351,267.417,la,True
267.417,267.484,la,True
267.484,267.551,la,True
267.551,267.618,la,True
267.618,267.684,la,True
267.684,267.751,la,True
267.751,267.818,la,True
267.818,267.884,la,True
267.884,267.951,la,True
267.951,268.018,la,True
268.018,268.085,la,True
268.085,268.151,la,True
268.151,268.218,la,True
268.218,268.285,la,True
268.285,268.352,la,True
268.352,268.418,la,True
268.418,268.485,lala,True
268.485,268.552,la,True
268.552,268.619,la,True
268.619,268.685,la,True
268.685,268.752,la,True
268.752,268.819,la,True
268.819,268.885,la,True
268.885,268.952,la,True
268.952,269.019,la,True
269.019,269.086,la,True
269.086,269.152,la,True
269.152,269.219,la,True
269.219,269.286,la,True
269.286,269.353,la,True
269.353,269.419,la,True
269.419,269.486,la,True
269.486,269.553,la,True
269.553,269.62,la,True
269.62,269.686,la,True
269.686,269.753,la,True
269.753,269.82,la,True
269.82,269.92,la,True
269.92,270.02,la,True
270.02,270.087,lalalala,True
270.087,270.153,la,True
270.153,270.22,la,True
270.22,270.287,la,True
270.287,270.354,la,True
270.354,270.42,la,True
270.42,270.487,la,True
270.487,270.554,la,True
270.554,270.621,la,True
270.621,270.687,la,True
270.687,270.754,la,True
270.754,270.821,la,True
270.821,270.887,la,True
270.887,270.954,la,True
270.954,271.021,la,True
271.021,271.088,la,True
271.088,271.154,la,True
271.154,271.221,la,True
271.221,271.288,la,True
271.288,271.355,la,True
271.355,271.421,la,True
271.421,271.488,lala,True
271.488,271.555,lala,True
271.555,271.622,lala,True
271.622,271.688,lala,True
271.688,271.755,lalala,True
271.755,271.822,lalala,True
271.822,271.888,lala,True
271.888,271.955,lala,True
271.955,272.022,la,True
272.022,272.089,la,True
272.089,272.155,la,True
272.155,272.222,la,True
272.222,272.289,la,True
272.289,272.356,la,True
272.356,272.422,la,True
272.422,272.489,la,True
272.489,272.556,la,True
272.556,272.623,la,True
272.623,272.689,la,True
272.689,272.756,la,True
272.756,272.823,la,True
272.823,272.889,la,True
272.889,272.956,la,True
272.956,273.023,la,True
273.023,273.09,la,True
273.09,273.19,la,True
273.19,274.925,la,True
274.925,276.493,<silence>,False
276.493,276.56,la,True
276.56,276.627,la,True
276.627,276.693,la,True
276.693,276.76,la,True
276.76,276.827,la,True
276.827,276.893,la,True
276.893,276.96,la,True
276.96,277.027,la,True
277.027,277.094,la,True
277.094,277.16,la,True
277.16,277.227,la,True
277.227,277.294,la,True
277.294,277.361,la,True
277.361,277.427,la,True
277.427,277.494,la,True
277.494,277.561,la,True
277.561,277.628,la,True
277.628,277.694,la,True
277.694,277.761,la,True
277.761,277.828,la,True
277.828,277.894,lala,True
277.894,277.961,lala,True
277.961,278.028,lala,True
278.028,278.095,lala,True
278.095,278.161,lalala,True
278.161,278.228,lala,True
278.228,278.295,lala,True
278.295,278.362,lala,True
278.362,278.428,la,True
278.428,278.495,la,True
278.495,278.562,la,True
278.562,278.629,la,True
278.629,278.695,la,True
278.695,278.762,la,True
278.762,278.829,la,True
278.829,278.895,la,True
278.895,278.962,la,True
278.962,279.029,la,True
279.029,279.096,la,True
279.096,279.162,la,True
279.162,279.229,la,True
279.229,279.296,la,True
279.296,279.363,la,True
279.363,279.463,la,True
279.463,279.529,lalalala,True
279.529,279.596,la,True
279.596,279.663,la,True
279.663,279.73,la,True
279.73,279.796,la,True
279.796,279.863,la,True
279.863,279.93,la,True
279.93,279.997,la,True
279.997,280.063,la,True
280.063,280.13,la,True
280.13,280.197,la,True
280.197,280.264,la,True
280.264,280.33,la,True
280.33,280.397,la,True
280.397,280.464,la,True
280.464,280.53,la,True
280.53,280.597,la,True
280.597,280.664,la,True
280.664,280.731,la,True
280.731,280.797,la,True
280.797,280.864,la,True
280.864,280.931,la,True
280.931,280.998,la,True
280.998,281.064,la,True
281.064,281.131,la,True
281.131,281.198,la,True
281.198,281.265,la,True
281.265,281.331,lala,True
281.331,281.398,lala,True
281.398,281.465,la,True
281.465,281.531,la,True
281.531,281.598,la,True
281.598,281.665,la,True
281.665,281.732,la,True
281.732,281.798,la,True
281.798,281.865,la,True
281.865,281.932,la,True
281.932,281.999,la,True
281.999,282.065,la,True
282.065,282.132,la,True
282.132,282.199,la,True
282.199,282.266,la,True
282.266,282.332,la,True
282.332,282.399,la,True
282.399,282.466,la,True
282.466,282.532,la,True
282.532,282.599,la,True
282.599,282.666,la,True
282.666,282.733,la,True
282.733,282.765,la,True
282.766,282.833,lalalala,True
282.833,282.899,la,True
282.899,282.966,la,True
282.966,283.033,la,True
283.033,283.1,la,True
283.1,283.166,la,True
283.166,283.233,la,True
283.233,283.3,la,True
283.3,283.367,la,True
283.367,283.433,la,True
283.433,283.5,la,True
283.5,283.567,la,True
283.567,283.634,la,True
283.634,283.7,la,True
283.7,283.767,la,True
283.767,283.834,la,True
283.834,283.9,la,True
283.9,283.967,la,True
283.967,284.034,la,True
284.034,284.101,la,True
284.101,284.167,la,True
284.167,284.234,la,True
284.234,284.301,la,True
284.301,284.368,lala,True
284.368,284.434,lala,True
284.434,284.501,lala,True
284.501,284.568,lalala,True
284.568,284.635,lalala,True
284.635,284.701,lala,True
284.701,284.768,lala,True
284.768,284.835,lala,True
284.835,284.901,la,True
284.901,284.968,la,True
284.968,285.035,la,True
285.035,285.102,la,True
285.102,285.168,la,True
285.168,285.235,la,True
285.235,285.302,la,True
285.302,285.369,la,True
285.369,285.435,la,True
285.435,285.502,la,True
285.502,285.569,la,True
285.569,285.636,la,True
285.636,285.702,la,True
285.702,285.769,la,True
285.769,285.836,la,True
285.836,285.902,la,True
285.902,285.969,la,True
285.969,289.041,la,True
289.172,289.239,lalalala,True
289.239,289.306,la,True
289.306,289.373,la,True
289.373,289.439,la,True
289.439,289.506,la,True
289.506,289.573,la,True
289.573,289.64,la,True
289.64,289.706,la,True
289.706,289.773,la,True
289.773,289.84,la,True
289.84,289.906,la,True
289.906,289.973,la,True
289.973,290.04,la,True
290.04,290.107,la,True
290.107,290.173,la,True
290.173,290.24,la,True
290.24,290.307,la,True
290.307,290.374,la,True
290.374,290.44,la,True
290.44,290.507,la,True
290.507,290.574,la,True
290.574,290.641,la,True
290.641,290.707,la,True
290.707,290.774,lala,True
290.774,290.841,lala,True
290.841,290.907,lala,True
290.907,290.974,lalala,True
290.974,291.041,lala,True
291.041,291.108,lala,True
291.108,291.174,lala,True
291.174,291.241,lala,True
291.241,291.308,la,True
291.308,291.375,la,True
291.375,291.441,la,True
291.441,291.508,la,True
291.508,291.575,la,True
291.575,291.642,la,True
291.642,291.708,la,True
291.708,291.775,la,True
291.775,291.842,la,True
291.842,291.908,la,True
291.908,291.975,la,True
291.975,292.042,la,True
292.042,292.109,la,True
292.109,292.175,la,True
292.175,292.242,la,True
292.242,292.309,la,True
292.309,292.376,la,True
292.376,292.442,lalalala,True
292.442,292.509,la,True
292.509,292.576,la,True
292.576,292.643,la,True
292.643,292.709,la,True
292.709,292.776,la,True
292.776,292.843,la,True
292.843,292.909,la,True
292.909,292.976,la,True
292.976,293.043,la,True
293.043,293.11,la,True
293.11,293.176,la,True
293.176,293.243,la,True
293.243,293.31,la,True
293.31,293.377,la,True
293.377,293.443,la,True
293.443,293.51,la,True
293.51,293.577,la,True
293.577,293.644,la,True
293.644,293.71,la,True
293.71,293.777,la,True
293.777,293.844,la,True
293.844,293.91,la,True
293.91,293.977,la,True
293.977,294.044,la,True
294.044,294.111,lala,True
294.111,294.177,lala,True
294.177,294.244,la,True
294.244,294.311,la,True
294.311,294.378,la,True
294.378,294.444,la,True
294.444,294.511,la,True
294.511,294.578,la,True
294.578,294.645,la,True
294.645,294.711,la,True
294.711,294.778,la,True
294.778,294.845,la,True
294.845,294.911,la,True
294.911,294.978,la,True
294.978,295.045,la,True
295.045,295.112,la,True
295.112,295.178,la,True
295.178,295.245,la,True
295.245,295.312,la,True
295.312,295.379,la,True
295.379,295.445,la,True
295.445,295.545,la,True
295.545,295.577,la,True
295.579,295.646,lalalala,True
295.646,295.712,la,True
295.712,295.779,la,True
295.779,295.846,la,True
295.846,295.912,la,True
295.912,295.979,la,True
295.979,296.046,la,True
296.046,296.113,la,True
296.113,296.179,la,True
296.179,296.246,la,True
296.246,296.313,la,True
296.313,296.38,la,True
296.38,296.446,la,True
296.446,296.513,la,True
296.513,296.58,la,True
296.58,296.647,la,True
296.647,296.713,la,True
296.713,296.78,la,True
296.78,296.847,la,True
296.847,296.913,la,True
296.913,296.98,la,True
296.98,297.047,la,True
297.047,297.114,la,True
297.114,297.18,lala,True
297.18,297.247,lala,True
297.247,297.314,lala,True
297.314,297.381,lalala,True
297.381,297.447,lala,True
297.447,297.514,lala,True
297.514,297.581,lala,True
297.581,297.648,lala,True
297.648,297.714,la,True
297.714,297.781,la,True
297.781,297.848,la,True
297.848,297.914,la,True
297.914,297.981,la,True
297.981,298.048,la,True
298.048,298.115,la,True
298.115,298.181,la,True
298.181,298.248,la,True
298.248,298.315,la,True
298.315,298.382,la,True
298.382,298.448,la,True
298.448,298.515,la,True
298.515,298.582,la,True
298.582,298.649,la,True
298.649,298.715,la,True
298.715,298.782,la,True
298.782,301.952,la,True
301.952,302.019,lalalala,True
302.019,302.085,la,True
302.085,302.152,la,True
302.152,302.219,la,True
302.219,302.286,la,True
302.286,302.352,la,True
302.352,302.419,la,True
302.419,302.486,la,True
302.486,302.552,la,True
302.552,302.619,la,True
