index,file,start,end,token,pred
3088,14,13587,13988,ち,<silence>
3089,14,13988,14388,に,に
3090,14,14789,15022,こ,と
3091,14,15022,15189,こ,ぽ
3092,14,15189,15389,ろ,ら
3093,14,15389,15623,う,う
3094,14,15623,15823,ば,ば
3095,14,15823,16023,わ,わ
3096,14,16023,16222,れ,れ
3097,14,16222,16624,る,る
3098,14,16624,17058,な,め
3099,14,17058,17258,ん,く
3100,14,17258,17625,て,て
3101,14,17625,17858,こ,こ
3102,14,17858,18059,と,た
3103,14,18059,18492,あ,あ
3104,14,18492,18893,る,る
3105,14,18893,19360,は,ら
3106,14,19360,19694,ず,ん
3107,14,20328,20561,で,で
3108,14,20561,21362,しょ,しょ
3109,14,21362,35543,<silence>,<silence>
3110,14,35543,35743,そ,そ
3111,14,35743,35943,れ,れ
3112,14,35943,36544,は,は
3113,14,36544,36978,ぶ,ぶ
3114,14,36978,37411,あ,あ
3115,14,37411,37778,い,い
3116,14,37778,38179,そ,そ
3117,14,38179,38579,う,お
3118,14,38579,39213,な,ん
3119,14,39213,39447,え,て
3120,14,39447,39847,が,か
3121,14,39847,40247,お,お
3122,14,40648,40881,た,た
3123,14,40881,42049,り,り
3124,14,42049,42316,そ,そ
3125,14,42316,42516,れ,れ
3126,14,42516,43150,は,は
3127,14,43150,43517,に,み
3128,14,43517,43918,ち,ち
3129,14,43918,44352,よ,よ
3130,14,44352,44785,う,お
3131,14,44785,44986,び,び
3132,14,44986,45753,の,の
3133,14,45753,45987,ひ,ひ
3134,14,45987,46420,ぐ,く
3135,14,46420,46854,れ,れ
3136,14,46854,47054,だ,た
3137,14,47254,47488,た,た
3138,14,47488,48723,り,り
3139,14,48723,48923,そ,そ
3140,14,48923,49123,れ,れ
3141,14,49123,49690,は,わ
3142,14,49690,50091,て,て
3143,14,50091,50491,す,す
3144,14,50491,50925,と,と
3145,14,51359,51559,か,た
3146,14,51559,52360,の,む
3147,14,52360,52560,き,き
3148,14,52560,52994,か,た
3149,14,52994,53394,ん,ん
3150,14,53828,54028,た,た
3151,14,54028,55229,り,り
3152,14,55229,55429,そ,そ
3153,14,55429,55663,れ,れ
3154,14,55663,56263,は,は
3155,14,56263,56697,き,き
3156,14,56697,57098,み,み
3157,14,57098,57531,と,と
3158,14,57531,57732,ゆ,ゆ
3159,14,57732,57898,う,う
3160,14,57898,58132,な,な
3161,14,58132,59000,の,の
3162,14,59000,59166,め,め
3163,14,59166,59367,ら,が
3164,14,59367,59567,ん,ん
3165,14,59567,60001,こ,こ
3166,14,60167,60434,に,に
3167,14,60434,60601,す,す
3168,14,60601,61200,と,と
3169,14,61200,61802,<silence>,<silence>
3170,14,61802,62003,て,け
3171,14,62003,62236,あ,あ
3172,14,62236,62336,た,い
3173,14,62336,62470,り,さ
3174,14,62470,62670,し,り
3175,14,62670,62803,だ,か
3176,14,62803,62870,い,い
3177,14,62870,62970,つ,い
3178,14,62970,63070,よ,つ
3179,14,63070,63170,き,ん
3180,14,63170,63270,で,み
3181,14,63270,63371,ぶ,る
3182,14,63371,63471,つ,く
3183,14,63871,64004,て,つ
3184,14,64004,64105,も,も
3185,14,64271,64372,に,い
3186,14,64372,64504,も,も
3187,14,64504,64739,て,て
3188,14,64739,64805,に,ん
3189,14,64805,64905,は,が
3190,14,64905,65006,の,ま
3191,14,65006,65105,こ,も
3192,14,65105,65239,ら,だ
3193,14,65239,65339,な,ん
3194,14,65539,65639,て,つ
3195,14,65639,65773,お,さ
3196,14,65773,66307,も,も
3197,14,66307,66574,い,い
3198,14,66574,66807,こ,こ
3199,14,66807,67174,ん,お
3200,14,67174,67408,で,で
3201,14,67408,69010,る,る
3202,14,69310,69410,と,と
3203,14,69410,69477,ぐ,も
3204,14,69477,69577,ら,ま
3205,14,69577,69677,い,い
3206,14,69677,69844,の,の
3207,14,69844,69944,ゆ,い
3208,14,69944,70077,う,い
3209,14,70077,70177,き,き
3210,14,70177,70277,に,き
3211,14,70478,70644,て,せ
3212,14,70845,71012,ちゃ,つ
3213,14,71012,71078,く,た
3214,14,71278,71379,て,く
3215,14,71379,71479,ふ,て
3216,14,71479,71679,さ,さ
3217,14,71679,71812,ぎ,い
3218,14,71812,71879,こ,き
3219,14,71879,72113,ん,く
3220,14,72113,72246,で,な
3221,14,72246,72380,る,る
3222,14,72380,72680,わ,わ
3223,14,72680,72980,た,た
3224,14,72980,73147,し,し
3225,14,73147,73748,だ,だ
3226,14,73748,73948,か,か
3227,14,73948,75181,ら,な
3228,14,75181,75616,<silence>,<silence>
3229,14,76417,76650,つ,つ
3230,14,76650,76851,か,か
3231,14,76851,77018,め,め
3232,14,77451,77852,き,き
3233,14,77852,78085,み,み
3234,14,78085,78452,の,の
3235,14,78452,78686,こ,こ
3236,14,78686,78886,と,と
3237,14,79687,79887,し,し
3238,14,79887,80087,ら,が
3239,14,80087,80287,な,な
3240,14,80287,80755,い,い
3241,14,80755,80921,う,う
3242,14,80921,81122,ち,ち
3243,14,81122,81756,に,に
3244,14,82189,82423,こ,こ
3245,14,82423,82590,こ,こ
3246,14,82590,82790,ろ,ろ
3247,14,82790,83024,う,う
3248,14,83024,83224,ば,ま
3249,14,83224,83424,わ,わ
3250,14,83424,83624,れ,れ
3251,14,83624,84025,る,ん
3252,14,84025,84458,な,な
3253,14,84458,84658,ん,ん
3254,14,84658,85026,て,て
3255,14,85026,85259,こ,こ
3256,14,85259,85459,と,た
3257,14,85459,85893,あ,あ
3258,14,85893,86293,る,る
3259,14,86293,86694,は,は
3260,14,86694,87094,ず,つ
3261,14,87728,87928,で,で
3262,14,87928,88729,しょ,しょ
3263,14,89530,89764,き,き
3264,14,89764,89964,づ,ず
3265,14,89964,90164,か,か
3266,14,90564,90998,き,き
3267,14,90998,91165,み,み
3268,14,91165,91599,な,な
3269,14,91599,91799,ん,ん
3270,14,91799,92033,て,て
3271,14,92867,93100,し,し
3272,14,93100,93300,ら,ら
3273,14,93300,93467,な,な
3274,14,93467,93868,い,い
3275,14,93868,94101,し,し
3276,14,94101,94301,ら,な
3277,14,94301,94735,な,だ
3278,14,94735,94935,い,い
3279,14,94935,95202,も,も
3280,14,95202,95336,ん,く
3281,14,96137,96337,じゃ,じゃ
3282,14,96337,96537,な,な
3283,14,96537,96737,い,い
3284,14,96737,97171,わ,わ
3285,14,97171,97571,こ,こ
3286,14,97571,97772,の,た
3287,14,97772,98172,え,え
3288,14,98172,98406,が,が
3289,14,98406,98606,お,お
3290,14,98606,99006,ま,ま
3291,14,99006,99440,た,た
3292,14,99440,99740,ね,め
3293,14,99740,99840,む,ん
3294,14,99840,100241,れ,め
3295,14,100241,100674,な,ま
3296,14,100674,100841,い,い
3297,14,100841,101042,で,で
3298,14,101042,101908,しょ,しょ
3299,14,101908,115456,<silence>,<silence>
3300,14,115456,115723,あ,あ
3301,14,115723,116057,し,し
3302,14,116057,116490,た,た
3303,14,116490,117124,も,も
3304,14,117124,117291,お,ぼ
3305,14,117291,117725,ん,ん
3306,14,117725,118125,な,な
3307,14,118125,118726,じ,じ
3308,14,118726,118959,わ,う
3309,14,118959,119393,た,た
3310,14,119393,119794,し,し
3311,14,119794,120394,が,が
3312,14,120394,120594,い,い
3313,14,120594,120995,る,る
3314,14,120995,121195,の,の
3315,14,121195,121395,か,か
3316,14,121395,121962,な,な
3317,14,121962,122229,ぶ,ぼ
3318,14,123064,123631,で,で
3319,14,123631,123864,む,む
3320,14,123864,124265,く,と
3321,14,124265,124665,ち,ち
3322,14,124665,124899,な,な
3323,14,124899,125499,ま,ま
3324,14,125499,125733,ま,ま
3325,14,125733,126367,の,の
3326,14,126367,126567,か,こ
3327,14,126567,126901,わ,ば
3328,14,126901,127134,い,い
3329,14,127134,127334,く,く
3330,14,127334,127735,な,な
3331,14,127735,128002,い,い
3332,14,128002,128169,や,や
3333,14,128169,129403,つ,つ
3334,14,130269,131505,<silence>,<silence>
3335,14,131505,132273,あ,あ
3336,14,132273,133140,の,の
3337,14,133140,133541,ゆ,ゆ
3338,14,133541,133774,め,め
3339,14,133774,134175,に,に
3340,14,134175,134375,き,き
3341,14,134375,134575,み,み
3342,14,134575,135609,が,が
3343,14,135609,135810,で,で
3344,14,135810,136010,て,て
3345,14,136010,136210,き,き
3346,14,136210,136844,た,た
3347,14,136844,137244,と,と
3348,14,137244,137645,き,き
3349,14,137645,137878,か,か
3350,14,137878,139647,ら,だ
3351,14,139647,140514,す,す
3352,14,140514,141348,な,な
3353,14,141348,142183,お,を
3354,14,142183,143017,じゃ,じゃ
3355,14,143017,144351,な,な
3356,14,144351,144618,い,い
3357,14,144618,145852,の,の
3358,14,145852,146253,<silence>,ん
3359,14,147054,147288,つ,つ
3360,14,147288,147521,か,か
3361,14,147521,147721,め,め
3362,14,148122,148522,き,い
3363,14,148522,148722,み,み
3364,14,148722,149123,の,の
3365,14,149123,149356,こ,こ
3366,14,149356,149557,と,と
3367,14,150291,150591,し,し
3368,14,150591,150791,ら,ら
3369,14,150791,150958,な,な
3370,14,150958,151425,い,い
3371,14,151425,151592,う,む
3372,14,151592,151792,ち,ち
3373,14,151792,152460,に,み
3374,14,152860,153060,こ,こ
3375,14,153060,153260,こ,こ
3376,14,153260,153494,ろ,ろ
3377,14,153494,153661,う,う
3378,14,153661,153861,ば,ば
3379,14,153861,154028,お,う
3380,14,154028,154295,う,お
3381,14,154295,154695,と,と
3382,14,154695,155096,し,し
3383,14,155096,155296,て,て
3384,14,155296,155729,た,た
3385,14,155729,155930,の,も
3386,14,155930,156130,は,わ
3387,14,156130,156530,わ,ま
3388,14,156530,156864,た,た
3389,14,156864,157364,し,し
3390,14,157364,157765,の,の
3391,14,157765,158065,ほ,ほ
3392,14,158065,158399,う,う
3393,14,158399,158566,だ,た
3394,14,165973,166173,そ,ず
3395,14,166173,166340,う,う
3396,14,166340,166407,い,う
3397,14,166407,166774,う,ゆ
3398,14,166774,167007,じ,じ
3399,14,167007,167208,き,き
3400,14,167208,167441,な,な
3401,14,167441,167842,の,の
3402,14,167842,168075,お,お
3403,14,168075,168242,ぼ,ぼ
3404,14,168242,168676,れ,れ
3405,14,168676,168876,た,た
3406,14,168876,169110,い,い
3407,14,169110,169310,の,の
3408,14,169310,169710,い,い
3409,14,169710,170111,と,ど
3410,14,170111,170511,し,い
3411,14,170511,170711,の,の
3412,14,170711,170911,め,め
3413,14,170911,171345,ら,な
3414,14,171345,171512,ん,ん
3415,14,171512,171745,こ,と
3416,14,171745,172578,り,い
3417,15,0,617,<silence>,<silence>
3418,15,617,784,あ,あ
3419,15,784,985,た,た
3420,15,985,1185,し,し
3421,15,1352,1518,ん,ん
3422,15,1518,1719,ぱ,た
3423,15,1719,1885,い,い
3424,15,1885,2252,あ,よ
3425,15,2252,2386,い,き
3426,15,2386,2519,い,い
3427,15,2519,2786,の,の
3428,15,2786,2953,す,す
3429,15,3153,3354,ちゃ,ちゃ
3430,15,3520,3721,て,て
3431,15,3721,3854,い,い
3432,15,3854,3988,い,い
3433,15,3988,4288,の,の
3434,15,4288,4455,も,も
3435,15,4455,4621,う,う
3436,15,4621,4722,む,み
3437,15,4722,4822,り,い
3438,15,4822,4922,も,も
3439,15,4922,4989,う,う
3440,15,4989,5089,む,も
3441,15,5089,5189,り,り
3442,15,5189,5356,な,な
3443,15,5356,5456,ん,ん
3444,15,5456,5556,て,で
3445,15,5556,5723,わ,わ
3446,15,5723,6023,る,ど
3447,15,6023,6290,い,い
3448,15,6290,6490,こ,こ
3449,15,6490,6657,だ,な
3450,15,6657,6824,ね,れ
3451,15,6824,7024,た,た
3452,15,7024,7191,め,ね
3453,15,7191,7391,し,し
3454,15,7391,7591,た,た
3455,15,7591,7758,い,い
3456,15,7758,8292,な,な
3457,15,8292,8459,い,い
3458,15,8659,8859,ぱ,た
3459,15,8859,9026,い,い
3460,15,9026,9193,で,で
3461,15,9193,9360,は,は
3462,15,9360,9560,き,て
3463,15,9560,9727,た,た
3464,15,9727,9927,い,い
3465,15,9927,10094,ま,ま
3466,15,10094,10294,だ,だ
3467,15,10294,10461,ぜ,ぜ
3468,15,10661,10794,た,た
3469,15,10794,10995,い,い
3470,15,10995,11195,い,い
3471,15,11195,11362,け,て
3472,15,11362,11595,る,る
3473,15,11595,12563,よ,よ
3474,15,12563,24942,<silence>,<silence>
3475,15,24942,25109,さ,さ
3476,15,25109,25309,い,い
3477,15,25309,25476,て,て
3478,15,25476,25676,い,ん
3479,15,25676,25809,さ,さ
3480,15,25809,25943,い,い
3481,15,25943,26110,こ,こ
3482,15,26110,26243,う,う
3483,15,26243,26410,ず,つ
3484,15,26610,26777,と,と
3485,15,26777,26977,い,い
3486,15,26977,27144,き,き
3487,15,27144,27344,き,き
3488,15,27344,27511,し,し
3489,15,27511,27711,て,て
3490,15,27711,28045,る,る
3491,15,28045,28212,あ,な
3492,15,28212,28412,ま,な
3493,15,28412,28612,く,く
3494,15,28612,28779,な,な
3495,15,28779,28946,る,る
3496,15,28946,29113,ふ,ふ
3497,15,29113,29346,あ,わ
3498,15,29346,29546,ん,ん
3499,15,29546,29680,の,の
3500,15,29680,29880,か,か
3501,15,29880,30047,じ,じ
3502,15,30047,30814,つ,つ
3503,15,31548,31682,は,が
3504,15,31782,31915,て,て
3505,15,31915,32082,ん,ん
3506,15,32082,32249,し,し
3507,15,32416,32616,と,と
3508,15,32616,32783,い,い
3509,15,32783,32983,き,き
3510,15,32983,33150,を,わ
3511,15,33150,33350,し,し
3512,15,33350,33517,て,て
3513,15,33517,33951,も,も
3514,15,33951,34084,い,い
3515,15,34084,34284,ら,ら
3516,15,34284,34451,な,な
3517,15,34451,34585,い,い
3518,15,34585,34818,だ,な
3519,15,34818,34985,け,け
3520,15,34985,35185,う,う
3521,15,35185,35419,る,る
3522,15,35419,35552,さ,ざ
3523,15,35552,35753,い,い
3524,15,35753,35919,だ,ら
3525,15,35919,36487,け,け
3526,15,36487,36653,だ,だ
3527,15,36653,36854,れ,れ
3528,15,36854,37021,か,か
3529,15,37021,37221,と,と
3530,15,37221,37388,い,い
3531,15,37388,37588,れ,ら
3532,15,37588,37921,ば,だ
3533,15,37921,38122,そ,そ
3534,15,38122,38355,れ,り
3535,15,38355,38489,は,の
3536,15,38489,38689,た,た
3537,15,38689,38856,ら,ら
3538,15,38856,39056,れ,れ
3539,15,39056,39390,ば,だ
3540,15,39390,39490,つ,つ
3541,15,39490,39590,よ,す
3542,15,39590,39690,が,が
3543,15,39790,39957,て,て
3544,15,39957,40057,た,て
3545,15,40157,40324,て,て
3546,15,40324,40524,き,き
3547,15,40524,40691,も,も
3548,15,40691,40891,ち,ち
3549,15,40891,41058,にゃ,な
3550,15,41058,41258,さ,さ
3551,15,41258,41425,か,か
3552,15,41425,41592,ら,あ
3553,15,41592,41792,え,い
3554,15,41792,42059,な,な
3555,15,42059,42326,い,い
3556,15,42326,42526,は,は
3557,15,42526,42693,な,な
3558,15,42693,42893,れ,れ
3559,15,42893,43027,て,て
3560,15,43027,43227,い,い
3561,15,43227,43460,て,て
3562,15,43460,43794,も,も
3563,15,43794,44028,か,か
3564,15,44028,44161,ん,ん
3565,15,44161,44361,じ,じ
3566,15,44361,44528,て,て
3567,15,44528,44728,る,る
3568,15,44728,44895,え,え
3569,15,44895,45229,も,も
3570,15,45229,45362,つ,つ
3571,15,45362,45462,な,な
3572,15,45462,45562,が,だ
3573,15,45629,45796,て,て
3574,15,45796,45996,た,た
3575,15,45996,46163,し,し
3576,15,46163,46363,か,か
3577,15,46363,46530,め,め
3578,15,46530,46697,た,た
3579,15,46697,46897,ら,れ
3580,15,46897,47064,し,し
3581,15,47064,47264,ね,め
3582,15,47264,47431,る,る
3583,15,47431,47631,か,か
3584,15,47631,47965,も,も
3585,15,47965,48132,い,い
3586,15,48132,48332,い,い
3587,15,48332,48632,も,も
3588,15,48632,48899,ん,ん
3589,15,48899,48999,か,か
3590,15,48999,49133,な,な
3591,15,49133,49266,し,し
3592,15,49266,49466,い,い
3593,15,49466,49700,も,も
3594,15,49700,50367,ん,<silence>
3595,15,50367,50467,せ,す
3596,15,50467,50567,つ,す
3597,15,50567,50734,な,な
3598,15,50734,50934,い,い
3599,15,50934,51101,も,も
3600,15,51101,51535,ん,ん
3601,15,51535,51702,き,き
3602,15,51702,51835,み,み
3603,15,51835,52002,の,の
3604,15,52002,52202,す,す
3605,15,52202,52403,べ,め
3606,15,52403,52569,て,て
3607,15,52569,52736,を,を
3608,15,52736,52970,く,く
3609,15,52970,53137,ら,ら
3610,15,53137,53303,う,う
3611,15,53303,53470,ま,ま
3612,15,53470,53837,で,れ
3613,15,53837,54004,ぜ,ぜ
3614,15,54204,54371,きょ,きょ
3615,15,54371,55839,う,う
3616,15,55839,56206,<silence>,<silence>
3617,15,56206,56407,あ,あ
3618,15,56407,56573,た,た
3619,15,56573,56774,し,し
3620,15,56940,57141,ん,ん
3621,15,57141,57307,ぱ,た
3622,15,57307,57474,い,い
3623,15,57875,58042,い,い
3624,15,58042,58175,い,い
3625,15,58175,58375,の,の
3626,15,58375,58542,す,す
3627,15,58742,58942,ちゃ,ちゃ
3628,15,59143,59343,て,て
3629,15,59343,59443,い,い
3630,15,59443,59576,い,い
3631,15,59576,59877,の,の
3632,15,59877,60044,も,も
3633,15,60044,60210,う,う
3634,15,60210,60310,む,ん
3635,15,60310,60411,り,み
3636,15,60411,60511,も,の
3637,15,60511,60577,う,お
3638,15,60577,60677,む,ん
3639,15,60677,60811,り,り
3640,15,60811,60978,な,な
3641,15,60978,61078,ん,ん
3642,15,61078,61178,て,な
3643,15,61178,61345,わ,わ
3644,15,61345,61678,る,の
3645,15,61678,61912,い,い
3646,15,61912,62112,こ,こ
3647,15,62112,62246,だ,れ
3648,15,62246,62413,ね,で
3649,15,62413,62613,た,た
3650,15,62613,62780,め,め
3651,15,62780,62980,し,し
3652,15,62980,63147,た,た
3653,15,63147,63280,い,い
3654,15,63881,64048,い,い
3655,15,64281,64447,ぱ,ぱ
3656,15,64447,64614,い,い
3657,15,64614,64815,で,る
3658,15,64815,65015,は,は
3659,15,65015,65182,き,い
3660,15,65182,65349,た,あ
3661,15,65349,65549,い,い
3662,15,65549,65716,ま,ま
3663,15,65716,65916,だ,ど
3664,15,65916,66083,ぜ,ぜ
3665,15,66283,66417,た,た
3666,15,66417,66583,い,い
3667,15,66583,66784,い,い
3668,15,66784,66984,け,け
3669,15,66984,67184,る,る
3670,15,67184,67951,よ,よ
3671,15,67951,68118,あ,た
3672,15,68118,68318,た,た
3673,15,68318,68485,し,し
3674,15,70120,70254,ほ,ま
3675,15,70254,70387,ら,ら
3676,15,70387,70521,や,や
3677,15,70521,70687,な,な
3678,15,70687,70854,か,ぱ
3679,15,70854,71055,ん,い
3680,15,71055,71388,じ,じ
3681,15,71388,71555,な,な
3682,15,71555,71755,い,い
3683,15,71755,71922,て,で
3684,15,71922,72122,わ,ま
3685,15,72122,72322,す,す
3686,15,72322,72656,れ,れ
3687,15,72656,72856,た,た
3688,15,72856,73057,ら,ら
3689,15,73057,73223,は,は
3690,15,73223,73424,じ,じ
3691,15,73424,73590,め,め
3692,15,75626,75793,あ,あ
3693,15,75793,75959,い,い
3694,15,75959,76160,じょ,ちょ
3695,15,76160,76326,う,う
3696,15,76326,76527,を,お
3697,15,76527,76727,く,く
3698,15,76727,76894,だ,な
3699,15,76894,77027,さ,さ
3700,15,77027,77261,い,い
3701,15,77261,77428,ま,な
3702,15,77428,77628,だ,る
3703,15,77628,77795,ぜ,て
3704,15,77995,78195,た,た
3705,15,78195,78328,い,い
3706,15,78328,78529,い,え
3707,15,78529,78762,け,け
3708,15,78762,78896,る,れ
3709,15,78896,79596,よ,よ
3710,15,79596,79797,あ,あ
3711,15,79797,79997,た,た
3712,15,79997,80164,し,し
3713,15,80364,80531,ん,ん
3714,15,80531,80731,ぱ,ぱ
3715,15,80731,80931,い,い
3716,15,80931,81265,あ,よ
3717,15,81265,81432,ま,ま
3718,15,81432,81632,ず,ず
3719,15,81632,81832,は,は
3720,15,81832,81932,こ,か
3721,15,82199,82366,ち,ち
3722,15,82366,82533,お,お
3723,15,82533,82733,い,い
3724,15,82733,83500,で,で
3725,15,83500,89573,<silence>,<silence>
3726,15,89573,89740,な,な
3727,15,89740,89973,い,い
3728,15,89973,90107,しょ,そ
3729,15,90107,90340,の,の
3730,15,90340,90474,お,お
3731,15,90474,90641,も,も
3732,15,90641,90774,い,う
3733,15,90774,91075,あ,あ
3734,15,91075,91341,ら,ら
3735,15,91341,91575,い,い
3736,15,91575,91842,ざ,さ
3737,15,91842,92109,ら,ら
3738,15,92109,92443,い,い
3739,15,92443,92643,は,は
3740,15,92643,92843,き,き
3741,15,92843,93043,だ,だ
3742,15,93043,93243,し,し
3743,15,93243,93410,た,た
3744,15,93410,93610,な,な
3745,15,93610,93744,ら,が
3746,15,93744,94011,ま,は
3747,15,94011,94278,さ,さ
3748,15,94278,94478,に,み
3749,15,94478,94778,ば,た
3750,15,94778,95045,か,か
3751,15,95045,95345,り,い
3752,15,95345,95446,わ,も
3753,15,95446,95546,り,り
3754,15,95546,95712,き,き
3755,15,95712,95946,れ,ね
3756,15,95946,96113,な,な
3757,15,96113,96313,い,い
3758,15,96313,96480,け,け
3759,15,96480,96680,ど,ど
3760,15,96680,96947,あ,あ
3761,15,96947,97247,ま,ま
3762,15,97247,97414,り,り
3763,15,97414,97714,じゃ,じゃ
3764,15,97714,97981,な,な
3765,15,97981,98315,い,い
3766,15,98315,98515,そ,そ
3767,15,98715,98882,と,と
3768,15,98882,99083,あ,あ
3769,15,99083,99249,さ,さ
3770,15,99249,99416,ま,ま
3771,15,99416,99583,で,で
3772,15,99583,99750,と,と
3773,15,99750,99917,お,う
3774,15,99917,100050,せ,せ
3775,15,100050,100184,ん,ん
3776,15,100184,100851,ぼ,ぼ
3777,15,100851,101018,く,く
3778,15,101018,101218,り,り
3779,15,101218,101418,か,た
3780,15,101418,101585,え,い
3781,15,101585,101785,す,さ
3782,15,101785,101985,や,あ
3783,15,101985,102352,だ,た
3784,15,102352,102519,わ,ま
3785,15,102519,102719,が,が
3786,15,102719,102853,ま,ま
3787,15,102853,103053,ま,ま
3788,15,103053,103253,は,わ
3789,15,103253,103454,た,た
3790,15,103454,103787,だ,だ
3791,15,103787,103887,よ,え
3792,15,103887,103987,く,こ
3793,15,103987,104088,ば,ば
3794,15,104154,104321,て,て
3795,15,104321,104521,ま,ま
3796,15,104521,104721,た,た
3797,15,104721,104922,ちゃ,さ
3798,15,104922,105089,ん,つ
3799,15,105089,105222,す,す
3800,15,105222,105422,を,わ
3801,15,105422,105589,の,の
3802,15,105589,105789,が,た
3803,15,105789,105989,す,す
3804,15,105989,106190,の,な
3805,15,106190,106690,だ,だ
3806,15,106690,106890,や,や
3807,15,106890,107091,ま,ま
3808,15,107091,107257,な,な
3809,15,107257,107458,い,い
3810,15,107458,107624,も,も
3811,15,107624,107825,し,し
3812,15,107825,108158,も,も
3813,15,108158,108325,か,は
3814,15,108325,108525,な,ま
3815,15,108525,108725,え,え
3816,15,108725,108926,た,か
3817,15,108926,109093,い,い
3818,15,109093,109259,け,け
3819,15,109259,109626,ど,ど
3820,15,109626,109726,か,か
3821,15,109726,109827,さ,は
3822,15,109827,109927,な,な
3823,15,110027,110160,て,て
3824,15,110160,110327,お,お
3825,15,110327,110561,し,し
3826,15,110561,110761,つ,つ
3827,15,110761,110928,ぶ,ぶ
3828,15,110928,111128,さ,さ
3829,15,111128,111295,れ,れ
3830,15,111295,111462,ちゃ,ちゃ
3831,15,111462,111662,う,と
3832,15,111662,111829,の,の
3833,15,111829,112029,か,か
3834,15,112029,112396,も,も
3835,15,112396,112596,い,い
3836,15,112596,112763,い,い
3837,15,112763,113063,も,も
3838,15,113063,113297,ん,く
3839,15,113297,113430,か,か
3840,15,113430,113530,な,ん
3841,15,113530,113697,し,し
3842,15,113697,113897,い,い
3843,15,113897,114131,も,も
3844,15,114131,114765,ん,<silence>
3845,15,114765,114865,せ,さ
3846,15,114865,114965,つ,つ
3847,15,114965,115132,な,な
3848,15,115132,115332,い,い
3849,15,115332,115499,も,も
3850,15,115499,115866,ん,う
3851,15,115866,116033,き,き
3852,15,116033,116233,み,み
3853,15,116233,116400,の,の
3854,15,116400,116567,す,す
3855,15,116567,116767,べ,ね
3856,15,116767,117000,て,て
3857,15,117000,117201,を,も
3858,15,117201,117301,く,く
3859,15,117301,117501,ら,ら
3860,15,117501,117701,う,ん
3861,15,117701,117868,ま,ま
3862,15,117868,118268,で,め
3863,15,118268,118435,い,い
3864,15,118435,118602,い,い
3865,15,118602,118902,じゃ,じゃ
3866,15,118902,119169,ん,く
3867,15,119169,119269,た,か
3868,15,119269,119403,の,ま
3869,15,119403,119536,し,し
3870,15,119536,119703,い,い
3871,15,119703,120037,じゃ,が
3872,15,120037,120604,ん,<silence>
3873,15,120604,120704,き,き
3874,15,120704,120771,も,も
3875,15,120771,120871,ち,く
3876,15,120871,120971,い,ち
3877,15,120971,121138,い,い
3878,15,121138,121371,じゃ,じゃ
3879,15,121371,121705,ん,ん
3880,15,121705,121805,お,お
3881,15,121805,121905,ぼ,ば
3882,15,121905,122072,れ,れ
3883,15,122072,122239,る,る
3884,15,122239,122473,ま,ま
3885,15,122473,122639,で,で
3886,15,122639,122806,が,が
3887,15,122806,123006,く,く
3888,15,123006,123173,せ,せ
3889,15,123173,123373,に,に
3890,15,123373,123540,な,な
3891,15,123540,123740,る,る
3892,15,123740,124074,ね,な
3893,15,124074,124241,ぜ,ぜ
3894,15,124441,124608,きょ,きょ
3895,15,124608,125742,う,う
3896,15,125742,126477,<silence>,<silence>
3897,15,126477,126677,あ,お
3898,15,126677,126844,た,あ
3899,15,126844,127044,し,ひ
3900,15,127211,127411,ん,ん
3901,15,127411,127578,ぱ,ぱ
3902,15,127578,127744,い,い
3903,15,127744,128112,あ,よ
3904,15,128112,128245,い,き
3905,15,128245,128378,い,い
3906,15,128378,128645,の,の
3907,15,128645,128812,す,す
3908,15,129012,129213,ちゃ,か
3909,15,129379,129580,て,て
3910,15,129580,129713,い,い
3911,15,129713,129847,い,い
3912,15,129847,130147,の,の
3913,15,130147,130314,も,も
3914,15,130314,130481,う,う
3915,15,130481,130581,む,う
3916,15,130581,130681,り,め
3917,15,130681,130781,も,の
3918,15,130781,130848,う,も
3919,15,130848,130948,む,も
3920,15,130948,131048,り,り
3921,15,131048,131215,な,な
3922,15,131215,131315,ん,ん
3923,15,131315,131448,て,れ
3924,15,131448,131582,わ,わ
3925,15,131582,131915,る,る
3926,15,131915,132149,い,い
3927,15,132149,132316,こ,こ
3928,15,132316,132483,だ,る
3929,15,132483,132683,ね,で
3930,15,132683,132850,た,た
3931,15,132850,133016,め,ね
3932,15,133016,133217,し,し
3933,15,133217,133383,た,た
3934,15,133383,133584,い,い
3935,15,133584,134151,な,な
3936,15,134151,134318,い,い
3937,15,134518,134718,ぱ,ぱ
3938,15,134718,134885,い,い
3939,15,134885,135052,で,げ
3940,15,135052,135219,は,は
3941,15,135219,135419,き,に
3942,15,135419,135586,た,た
3943,15,135586,135786,い,い
3944,15,135786,135953,ま,ま
3945,15,135953,136153,だ,で
3946,15,136153,136320,ぜ,が
3947,15,136520,136720,た,た
3948,15,136720,136854,い,い
3949,15,136854,137054,い,い
3950,15,137054,137254,け,け
3951,15,137254,137421,る,る
3952,15,137421,138155,よ,よ
3953,15,138155,138322,き,き
3954,15,138322,138522,み,み
3955,15,138522,138722,も,は
3956,15,138889,139089,ん,ん
3957,15,139089,139289,ぱ,ぱ
3958,15,139289,139423,い,い
3959,15,139857,139957,い,い
3960,15,139957,140090,い,い
3961,15,140090,140357,よ,よ
3962,15,140357,140557,す,す
3963,15,140724,140924,ちゃ,ちゃ
3964,15,141091,141291,て,て
